time,datetime,step,global_step,loss,accuracy,val_accuracy,examples_sec,sec_batch,duration,cpu,mem,net_usage
1627194665.0919356,2021-07-25 02:31:05.091941,0,0,2.63,0.125,0.000,23.9,5.359,5.359,0.000,1005.129,3371.413
1627194668.8493207,2021-07-25 02:31:08.849324,1,7,2.59,0.117,0.000,34.1,3.757,3.757,1055.300,1118.863,3371.413
1627194672.514014,2021-07-25 02:31:12.514017,2,14,2.57,0.086,0.000,34.9,3.665,3.665,1061.200,1165.672,3371.413
1627194676.2495322,2021-07-25 02:31:16.249536,3,24,2.58,0.188,0.000,34.3,3.735,3.735,1050.700,1233.426,3371.413
1627194679.953837,2021-07-25 02:31:19.953841,4,32,2.49,0.156,0.000,34.6,3.704,3.704,1060.400,1275.645,3371.413
1627194683.6522906,2021-07-25 02:31:23.652294,5,40,2.45,0.156,0.000,34.6,3.698,3.698,1064.500,1291.906,3371.413
1627194687.3817856,2021-07-25 02:31:27.381790,6,49,2.37,0.195,0.000,34.3,3.729,3.729,1059.700,1316.078,3371.413
1627194691.021565,2021-07-25 02:31:31.021568,7,57,2.44,0.219,0.000,35.2,3.640,3.640,1071.800,1325.613,3371.413
1627194694.7763991,2021-07-25 02:31:34.776402,8,65,2.30,0.227,0.000,34.1,3.755,3.755,1065.800,1354.996,3371.413
1627194698.441955,2021-07-25 02:31:38.441959,9,72,2.33,0.266,0.000,34.9,3.665,3.665,1071.900,1381.371,3371.413
1627194702.0503168,2021-07-25 02:31:42.050320,10,81,2.30,0.266,0.000,35.5,3.608,3.608,1067.500,1395.609,3371.413
1627194705.6254807,2021-07-25 02:31:45.625484,11,89,2.20,0.234,0.000,35.8,3.575,3.575,1072.700,1404.891,3371.413
1627194709.3236623,2021-07-25 02:31:49.323666,12,96,2.22,0.266,0.000,34.6,3.698,3.698,1070.800,1400.707,3371.413
1627194712.9329584,2021-07-25 02:31:52.932962,13,104,2.19,0.234,0.000,35.5,3.609,3.609,1068.600,1407.805,3371.413
1627194716.6019697,2021-07-25 02:31:56.601974,14,112,2.27,0.234,0.000,34.9,3.669,3.669,1060.500,1407.785,3371.413
1627194720.2959726,2021-07-25 02:32:00.295976,15,120,2.28,0.188,0.000,34.7,3.694,3.694,1050.600,1424.121,3371.413
1627194723.9412134,2021-07-25 02:32:03.941217,16,128,2.22,0.320,0.000,35.1,3.645,3.645,1066.000,1424.582,3371.413
1627194727.7163622,2021-07-25 02:32:07.716368,17,136,2.18,0.289,0.000,33.9,3.775,3.775,1045.800,1429.406,3371.413
1627194731.397291,2021-07-25 02:32:11.397294,18,145,2.13,0.258,0.000,34.8,3.681,3.681,1061.100,1418.355,3371.413
1627194735.127455,2021-07-25 02:32:15.127459,19,153,2.15,0.281,0.000,34.3,3.730,3.730,1062.700,1421.156,3371.413
1627194738.8298526,2021-07-25 02:32:18.829857,20,160,2.19,0.242,0.000,34.6,3.702,3.702,1060.900,1430.699,3371.413
1627194742.5314474,2021-07-25 02:32:22.531451,21,168,2.20,0.305,0.000,34.6,3.701,3.701,1063.600,1427.961,3371.413
1627194746.2335145,2021-07-25 02:32:26.233518,22,176,2.19,0.234,0.000,34.6,3.702,3.702,1061.000,1439.043,3371.413
1627194749.9259577,2021-07-25 02:32:29.925961,23,182,2.21,0.344,0.000,34.7,3.692,3.692,1067.300,1439.695,3371.413
1627194753.5509686,2021-07-25 02:32:33.550972,24,191,2.15,0.227,0.000,35.3,3.625,3.625,1076.100,1440.234,3371.413
1627194757.2349327,2021-07-25 02:32:37.234936,25,200,2.13,0.258,0.000,34.7,3.684,3.684,1064.300,1438.938,3371.413
1627194760.8802145,2021-07-25 02:32:40.880218,26,208,2.12,0.273,0.000,35.1,3.645,3.645,1068.800,1437.625,3371.413
1627194764.483622,2021-07-25 02:32:44.483626,27,215,2.15,0.391,0.000,35.5,3.603,3.603,1065.700,1442.148,3371.413
1627194768.1130955,2021-07-25 02:32:48.113100,28,224,2.18,0.336,0.000,35.3,3.629,3.629,1067.400,1454.359,3371.413
1627194771.803312,2021-07-25 02:32:51.803316,29,232,2.05,0.305,0.000,34.7,3.690,3.690,1064.700,1447.469,3371.413
1627194775.4265575,2021-07-25 02:32:55.426561,30,240,2.14,0.273,0.000,35.3,3.623,3.623,1060.100,1460.312,3371.413
1627194779.0596015,2021-07-25 02:32:59.059606,31,247,1.98,0.352,0.000,35.2,3.633,3.633,1069.100,1459.383,3371.413
1627194782.7302556,2021-07-25 02:33:02.730259,32,255,2.17,0.266,0.000,34.9,3.670,3.670,1070.400,1461.160,3371.413
1627194786.3910205,2021-07-25 02:33:06.391024,33,263,2.08,0.281,0.000,35.0,3.661,3.661,1068.100,1460.551,3371.413
1627194790.1233885,2021-07-25 02:33:10.123393,34,272,2.02,0.336,0.000,34.3,3.732,3.732,1055.100,1465.793,3371.413
1627194793.8545837,2021-07-25 02:33:13.854587,35,280,2.09,0.336,0.000,34.3,3.731,3.731,1061.600,1461.508,3371.413
1627194797.5331542,2021-07-25 02:33:17.533158,36,288,2.02,0.320,0.000,34.8,3.678,3.678,1059.600,1463.934,3371.413
1627194801.26515,2021-07-25 02:33:21.265154,37,296,2.18,0.281,0.000,34.3,3.732,3.732,1060.600,1460.570,3371.413
1627194804.9768121,2021-07-25 02:33:24.976816,38,303,2.07,0.438,0.000,34.5,3.712,3.712,1062.600,1458.324,3371.413
1627194808.635691,2021-07-25 02:33:28.635695,39,311,2.05,0.289,0.000,35.0,3.659,3.659,1067.800,1458.691,3371.413
1627194812.3234143,2021-07-25 02:33:32.323418,40,319,2.04,0.281,0.000,34.7,3.688,3.688,1068.700,1461.906,3371.413
1627194815.9604206,2021-07-25 02:33:35.960425,41,327,2.17,0.328,0.000,35.2,3.637,3.637,1072.000,1464.137,3371.413
1627194819.5244808,2021-07-25 02:33:39.524485,42,336,2.08,0.359,0.000,35.9,3.564,3.564,1061.700,1467.633,3371.413
1627194823.1852307,2021-07-25 02:33:43.185234,43,344,2.02,0.352,0.000,35.0,3.661,3.661,1063.200,1467.449,3371.413
1627194826.824236,2021-07-25 02:33:46.824240,44,351,2.08,0.305,0.000,35.2,3.639,3.639,1067.900,1478.953,3371.413
1627194830.4611135,2021-07-25 02:33:50.461117,45,359,1.95,0.297,0.000,35.2,3.637,3.637,1080.600,1482.621,3371.413
1627194834.0610797,2021-07-25 02:33:54.061083,46,367,2.00,0.320,0.000,35.6,3.600,3.600,1071.100,1488.824,3371.413
